strYMDH,Time,Wind_Speed_in_kts,Wind_Gust_in_kts,Wind_Direction_in_deg,Visibility_in_mi,Precipitation_in_in,Precipitation_Type,Temperature,Dew_Point,Altimeter_in_in_H
2008-10-16 24,'2008-10-16 12:51 pm CST,7,M,340,10,0,none,57.2,33.8,30.25
2008-10-16 13,'2008-10-16 01:51 pm CST,8,M,330,10,0,none,57.2,35.6,30.24
2008-10-16 14,'2008-10-16 02:51 pm CST,8,M,40,10,0,none,57.2,39.2,30.24
2008-10-16 15,'2008-10-16 03:51 pm CST,12,M,40,10,0,none,55.4,39.2,30.25
2008-10-16 16,'2008-10-16 04:51 pm CST,10,M,60,10,0,none,53.6,37.4,30.25
2008-10-16 17,'2008-10-16 05:51 pm CST,6,M,40,10,0,none,51.8,37.4,30.26
2008-10-16 18,'2008-10-16 06:51 pm CST,6,M,30,10,0,none,51.8,37.4,30.27
2008-10-16 19,'2008-10-16 07:51 pm CST,3,M,340,10,0,none,48.2,39.2,30.28
2008-10-16 20,'2008-10-16 08:51 pm CST,5,M,340,10,0,none,46.4,39.2,30.28
2008-10-16 21,'2008-10-16 09:51 pm CST,3,M,350,10,0,none,46.4,39.2,30.28
2008-10-16 22,'2008-10-16 10:51 pm CST,3,M,350,10,0,none,44.6,39.2,30.28
2008-10-16 23,'2008-10-16 11:51 pm CST,5,M,350,10,0,none,44.6,39.2,30.28
2008-10-17 00,'2008-10-17 12:51 am CST,7,M,330,10,0,none,42.8,37.4,30.28
2008-10-17 01,'2008-10-17 01:51 am CST,8,M,340,10,0,none,44.6,39.2,30.28
2008-10-17 02,'2008-10-17 02:51 am CST,8,M,340,10,0,none,44.6,39.2,30.27
2008-10-17 03,'2008-10-17 03:51 am CST,8,M,330,10,0,none,44.6,39.2,30.27
2008-10-17 04,'2008-10-17 04:51 am CST,8,M,350,10,0,none,44.6,39.2,30.28
2008-10-17 05,'2008-10-17 05:51 am CST,7,M,350,10,0,none,44.6,37.4,30.28
2008-10-17 06,'2008-10-17 06:51 am CST,7,M,360,10,0,none,44.6,39.2,30.29
2008-10-17 07,'2008-10-17 07:51 am CST,5,M,360,10,0,none,48.2,39.2,30.28
2008-10-17 08,'2008-10-17 08:51 am CST,5,M,20,10,0,none,51.8,41,30.27
2008-10-17 09,'2008-10-17 09:51 am CST,5,M,50,10,0,none,53.6,39.2,30.26
2008-10-17 10,'2008-10-17 10:51 am CST,5,M,80,10,0,none,55.4,39.2,30.26
2008-10-17 11,'2008-10-17 11:51 am CST,7,M,70,10,0,none,55.4,39.2,30.24
2008-10-17 24,'2008-10-17 12:51 pm CST,7,M,30,10,0,none,55.4,39.2,30.23
2008-10-17 13,'2008-10-17 01:51 pm CST,8,M,40,10,0,none,53.6,39.2,30.22
2008-10-17 14,'2008-10-17 02:51 pm CST,7,M,30,10,0,none,53.6,37.4,30.22
2008-10-17 15,'2008-10-17 03:51 pm CST,8,M,20,10,0,none,53.6,35.6,30.23
2008-10-17 16,'2008-10-17 04:51 pm CST,10,M,30,10,0,shower(s) in vicinity,51.8,35.6,30.24
2008-10-17 17,'2008-10-17 05:51 pm CST,7,M,30,10,0,none,51.8,37.4,30.25
2008-10-17 18,'2008-10-17 06:51 pm CST,6,M,360,10,0,none,51.8,37.4,30.25
2008-10-17 19,'2008-10-17 07:51 pm CST,7,M,350,10,0,none,50,37.4,30.24
2008-10-17 20,'2008-10-17 08:51 pm CST,8,M,340,10,0,none,50,37.4,30.25
2008-10-17 21,'2008-10-17 09:51 pm CST,10,21,330,10,0,none,48.2,39.2,30.26
2008-10-17 22,'2008-10-17 10:51 pm CST,9,M,340,10,0,none,48.2,39.2,30.26
2008-10-17 23,'2008-10-17 11:51 pm CST,7,M,340,10,0,none,44.6,37.4,30.26
2008-10-18 00,'2008-10-18 12:51 am CST,8,M,330,10,0,none,44.6,37.4,30.26
2008-10-18 01,'2008-10-18 01:51 am CST,9,M,350,10,0,none,44.6,37.4,30.27
2008-10-18 02,'2008-10-18 02:51 am CST,5,M,350,10,0,none,44.6,39.2,30.27
2008-10-18 03,'2008-10-18 03:51 am CST,5,M,350,5,0.01,light rain,46.4,42.8,30.28
2008-10-18 04,'2008-10-18 04:51 am CST,0,M,0,10,0.04,light rain,48.2,42.8,30.3
2008-10-18 05,'2008-10-18 05:51 am CST,5,M,350,10,0,rain,44.6,39.2,30.3
2008-10-18 06,'2008-10-18 06:51 am CST,6,M,330,10,0,none,46.4,41,30.33
2008-10-18 07,'2008-10-18 07:51 am CST,5,M,340,10,0,none,46.4,39.2,30.34
2008-10-18 08,'2008-10-18 08:51 am CST,6,M,350,10,0,none,51.8,42.8,30.35
2008-10-18 09,'2008-10-18 09:51 am CST,6,M,10,10,0,none,55.4,42.8,30.35
2008-10-18 10,'2008-10-18 10:51 am CST,6,M,70,10,0,none,57.2,39.2,30.34
2008-10-18 11,'2008-10-18 11:51 am CST,8,M,70,10,0,none,57.2,39.2,30.34
2008-10-18 24,'2008-10-18 12:51 pm CST,7,M,120,10,0,none,59,39.2,30.32
2008-10-18 13,'2008-10-18 01:51 pm CST,5,M,,10,0,none,57.2,39.2,30.31
2008-10-18 14,'2008-10-18 02:51 pm CST,9,16,70,10,0,none,60.8,39.2,30.31
2008-10-18 15,'2008-10-18 03:51 pm CST,7,M,140,10,0,none,57.2,39.2,30.31
2008-10-18 16,'2008-10-18 04:51 pm CST,8,M,80,10,0,none,55.4,37.4,30.31
2008-10-18 17,'2008-10-18 05:51 pm CST,7,M,90,10,0,none,51.8,37.4,30.31
2008-10-18 18,'2008-10-18 06:51 pm CST,7,M,130,10,0,none,51.8,37.4,30.32
2008-10-18 19,'2008-10-18 07:51 pm CST,5,M,160,10,0,none,46.4,39.2,30.32
2008-10-18 20,'2008-10-18 08:51 pm CST,5,M,160,10,0,none,46.4,39.2,30.31
2008-10-18 21,'2008-10-18 09:51 pm CST,7,M,170,10,0,none,44.6,39.2,30.31
2008-10-18 22,'2008-10-18 10:51 pm CST,8,M,170,10,0,none,44.6,39.2,30.31
2008-10-18 23,'2008-10-18 11:51 pm CST,7,M,170,10,0,none,42.8,37.4,30.3
2008-10-19 00,'2008-10-19 12:51 am CST,6,M,170,10,0,none,42.8,37.4,30.3
2008-10-19 01,'2008-10-19 01:51 am CST,6,M,190,10,0,none,42.8,37.4,30.31
2008-10-19 02,'2008-10-19 02:51 am CST,6,M,180,10,0,none,42.8,37.4,30.3
2008-10-19 03,'2008-10-19 03:51 am CST,7,M,170,10,0,none,41,37.4,30.31
2008-10-19 04,'2008-10-19 04:51 am CST,7,M,170,10,0,none,41,37.4,30.31
2008-10-19 05,'2008-10-19 05:51 am CST,7,M,160,10,0,none,39.2,35.6,30.32
2008-10-19 06,'2008-10-19 06:51 am CST,8,M,170,10,0,none,42.8,37.4,30.32
2008-10-19 07,'2008-10-19 07:51 am CST,10,M,180,10,0,none,48.2,37.4,30.32
2008-10-19 08,'2008-10-19 08:51 am CST,12,M,190,10,0,none,53.6,37.4,30.31
2008-10-19 09,'2008-10-19 09:51 am CST,21,26,200,10,0,none,55.4,37.4,30.3
2008-10-19 10,'2008-10-19 10:51 am CST,18,24,190,10,0,none,57.2,37.4,30.28
2008-10-19 11,'2008-10-19 11:51 am CST,17,25,190,10,0,none,59,37.4,30.24
2008-10-19 24,'2008-10-19 12:51 pm CST,22,25,190,10,0,none,60.8,37.4,30.22
2008-10-19 13,'2008-10-19 01:51 pm CST,17,23,190,10,0,none,60.8,37.4,30.2
2008-10-19 14,'2008-10-19 02:51 pm CST,16,M,180,10,0,none,60.8,37.4,30.18
2008-10-19 15,'2008-10-19 03:51 pm CST,17,M,190,10,0,none,60.8,37.4,30.17
2008-10-19 16,'2008-10-19 04:51 pm CST,17,23,190,10,0,none,59,37.4,30.15
2008-10-19 17,'2008-10-19 05:51 pm CST,10,M,190,10,0,none,57.2,37.4,30.17
2008-10-19 18,'2008-10-19 06:51 pm CST,10,M,180,10,0,none,55.4,37.4,30.17
2008-10-19 19,'2008-10-19 07:51 pm CST,10,M,190,10,0,none,55.4,37.4,30.17
2008-10-19 20,'2008-10-19 08:51 pm CST,13,M,200,10,0,none,53.6,37.4,30.16
2008-10-19 21,'2008-10-19 09:51 pm CST,17,M,210,10,0,none,55.4,37.4,30.15
2008-10-19 22,'2008-10-19 10:51 pm CST,14,M,210,10,0,none,53.6,37.4,30.15
2008-10-19 23,'2008-10-19 11:51 pm CST,8,M,240,10,0,none,53.6,37.4,30.19
2008-10-20 00,'2008-10-20 12:51 am CST,7,M,230,10,0,none,51.8,37.4,30.19
2008-10-20 01,'2008-10-20 01:51 am CST,7,M,220,10,0,none,50,37.4,30.18
2008-10-20 02,'2008-10-20 02:51 am CST,7,M,210,10,0,none,48.2,37.4,30.16
2008-10-20 03,'2008-10-20 03:51 am CST,8,M,200,10,0,none,48.2,37.4,30.15
2008-10-20 04,'2008-10-20 04:51 am CST,6,M,210,10,0,none,46.4,37.4,30.15
2008-10-20 05,'2008-10-20 05:51 am CST,6,M,210,10,0,none,46.4,39.2,30.15
2008-10-20 06,'2008-10-20 06:51 am CST,6,M,230,10,0,none,48.2,39.2,30.16
2008-10-20 07,'2008-10-20 07:51 am CST,7,M,230,10,0,none,50,41,30.16
2008-10-20 08,'2008-10-20 08:51 am CST,6,M,260,10,0,none,51.8,42.8,30.16
2008-10-20 09,'2008-10-20 09:51 am CST,7,M,280,10,0,none,53.6,42.8,30.16
2008-10-20 10,'2008-10-20 10:51 am CST,7,M,310,10,0,shower(s) in vicinity,53.6,44.6,30.17
2008-10-20 11,'2008-10-20 11:51 am CST,7,M,320,4,0.03,light rain,51.8,48.2,30.17
2008-10-20 24,'2008-10-20 12:51 pm CST,6,M,330,5,0.14,light rain,51.8,48.2,30.17
2008-10-20 13,'2008-10-20 01:51 pm CST,10,M,330,3,0,light rain,51.8,50,30.18
2008-10-20 14,'2008-10-20 02:51 pm CST,14,M,10,6,0.01,mist,53.6,50,30.18
2008-10-20 15,'2008-10-20 03:51 pm CST,8,M,360,10,0,none,53.6,48.2,30.2
2008-10-20 16,'2008-10-20 04:51 pm CST,12,M,10,10,0,none,53.6,46.4,30.22
2008-10-20 17,'2008-10-20 05:51 pm CST,9,M,360,10,0,none,51.8,44.6,30.24
2008-10-20 18,'2008-10-20 06:51 pm CST,7,M,350,10,0,none,51.8,44.6,30.25
2008-10-20 19,'2008-10-20 07:51 pm CST,6,M,330,10,0,none,48.2,44.6,30.26
2008-10-20 20,'2008-10-20 08:51 pm CST,8,M,340,10,0,none,48.2,42.8,30.27
2008-10-20 21,'2008-10-20 09:51 pm CST,10,M,340,10,0,none,46.4,39.2,30.28
2008-10-20 22,'2008-10-20 10:51 pm CST,8,M,360,10,0,none,44.6,37.4,30.29
2008-10-20 23,'2008-10-20 11:51 pm CST,6,M,350,10,0,none,42.8,35.6,30.29
2008-10-21 00,'2008-10-21 12:51 am CST,9,M,350,10,0,none,42.8,35.6,30.31
2008-10-21 01,'2008-10-21 01:51 am CST,10,M,340,10,0,none,42.8,35.6,30.32
2008-10-21 02,'2008-10-21 02:51 am CST,10,M,340,10,0,none,41,35.6,30.33
2008-10-21 03,'2008-10-21 03:51 am CST,9,M,350,10,0,none,39.2,33.8,30.34
2008-10-21 04,'2008-10-21 04:51 am CST,8,18,350,10,0,none,39.2,33.8,30.36
2008-10-21 05,'2008-10-21 05:51 am CST,8,M,340,10,0,none,37.4,33.8,30.37
2008-10-21 06,'2008-10-21 06:51 am CST,10,M,340,10,0,none,39.2,33.8,30.39
2008-10-21 07,'2008-10-21 07:51 am CST,8,M,320,10,0,none,42.8,35.6,30.41
2008-10-21 08,'2008-10-21 08:51 am CST,8,M,350,10,0,none,46.4,37.4,30.42
2008-10-21 09,'2008-10-21 09:51 am CST,7,M,350,10,0,none,50,35.6,30.42
2008-10-21 10,'2008-10-21 10:51 am CST,5,M,30,10,0,none,51.8,35.6,30.41
2008-10-21 11,'2008-10-21 11:51 am CST,8,M,40,10,0,none,51.8,37.4,30.39
2008-10-21 24,'2008-10-21 12:51 pm CST,10,M,30,10,0,none,51.8,37.4,30.38
2008-10-21 13,'2008-10-21 01:51 pm CST,13,M,50,10,0,none,51.8,39.2,30.37
2008-10-21 14,'2008-10-21 02:51 pm CST,12,M,50,10,0,none,51.8,37.4,30.36
2008-10-21 15,'2008-10-21 03:51 pm CST,12,M,50,10,0,none,51.8,35.6,30.36
2008-10-21 16,'2008-10-21 04:51 pm CST,8,M,50,10,0,none,48.2,37.4,30.36
2008-10-21 17,'2008-10-21 05:51 pm CST,9,M,50,10,0,none,48.2,37.4,30.36
2008-10-21 18,'2008-10-21 06:51 pm CST,8,M,60,10,0,none,48.2,35.6,30.37
2008-10-21 19,'2008-10-21 07:51 pm CST,9,M,70,10,0,none,48.2,33.8,30.38
2008-10-21 20,'2008-10-21 08:51 pm CST,12,M,60,10,0,none,46.4,33.8,30.38
2008-10-21 21,'2008-10-21 09:51 pm CST,8,M,60,10,0,none,44.6,33.8,30.37
2008-10-21 22,'2008-10-21 10:51 pm CST,5,M,60,10,0,none,44.6,33.8,30.36
2008-10-21 23,'2008-10-21 11:51 pm CST,3,M,70,10,0,none,44.6,33.8,30.36
2008-10-22 00,'2008-10-22 12:51 am CST,6,M,80,10,0,none,46.4,33.8,30.37
2008-10-22 01,'2008-10-22 01:51 am CST,7,M,80,10,0,none,46.4,33.8,30.38
2008-10-22 02,'2008-10-22 02:51 am CST,0,M,0,10,0,none,41,33.8,30.37
2008-10-22 03,'2008-10-22 03:51 am CST,5,M,170,10,0,none,37.4,33.8,30.38
2008-10-22 04,'2008-10-22 04:51 am CST,6,M,160,10,0,none,39.2,33.8,30.4
2008-10-22 05,'2008-10-22 05:51 am CST,6,M,180,10,0,none,37.4,33.8,30.42
2008-10-22 06,'2008-10-22 06:51 am CST,6,M,160,10,0,none,37.4,30.2,30.44
2008-10-22 07,'2008-10-22 07:51 am CST,14,M,150,10,0,none,42.8,30.2,30.46
2008-10-22 08,'2008-10-22 08:51 am CST,15,M,150,10,0,none,44.6,30.2,30.46
2008-10-22 09,'2008-10-22 09:51 am CST,9,20,160,10,0,none,48.2,30.2,30.45
2008-10-22 10,'2008-10-22 10:51 am CST,16,M,120,10,0,none,50,30.2,30.43
2008-10-22 11,'2008-10-22 11:51 am CST,22,M,120,10,0,none,50,28.4,30.4
2008-10-22 24,'2008-10-22 12:51 pm CST,18,24,120,10,0,none,50,26.6,30.38
2008-10-22 13,'2008-10-22 01:51 pm CST,16,24,110,10,0,none,51.8,26.6,30.36
2008-10-22 14,'2008-10-22 02:51 pm CST,16,M,100,10,0,none,51.8,28.4,30.36
2008-10-22 15,'2008-10-22 03:51 pm CST,16,M,100,10,0,none,51.8,28.4,30.36
2008-10-22 16,'2008-10-22 04:51 pm CST,15,M,100,10,0,none,51.8,28.4,30.35
2008-10-22 17,'2008-10-22 05:51 pm CST,14,M,100,10,0,none,50,28.4,30.35
2008-10-22 18,'2008-10-22 06:51 pm CST,22,29,110,10,0,none,51.8,28.4,30.34
2008-10-22 19,'2008-10-22 07:51 pm CST,18,24,100,10,0,none,50,30.2,30.35
2008-10-22 20,'2008-10-22 08:51 pm CST,18,M,100,10,0,none,50,32,30.35
2008-10-22 21,'2008-10-22 09:51 pm CST,23,29,110,10,0,none,48.2,30.2,30.35
2008-10-22 22,'2008-10-22 10:51 pm CST,13,25,110,10,0,none,48.2,26.6,30.34
2008-10-22 23,'2008-10-22 11:51 pm CST,14,M,120,10,0,none,46.4,24.8,30.36
2008-10-23 00,'2008-10-23 12:51 am CST,14,M,120,10,0,none,44.6,26.6,30.36
2008-10-23 01,'2008-10-23 01:51 am CST,14,M,120,10,0,none,44.6,28.4,30.35
2008-10-23 02,'2008-10-23 02:51 am CST,14,M,120,10,0,none,42.8,30.2,30.34
2008-10-23 03,'2008-10-23 03:51 am CST,13,M,120,10,0,none,42.8,30.2,30.34
2008-10-23 04,'2008-10-23 04:51 am CST,13,M,120,10,0,none,42.8,30.2,30.35
2008-10-23 05,'2008-10-23 05:51 am CST,12,M,120,10,0,none,42.8,30.2,30.33
2008-10-23 06,'2008-10-23 06:51 am CST,13,M,120,10,0,none,44.6,30.2,30.33
2008-10-23 07,'2008-10-23 07:51 am CST,18,23,130,10,0,none,46.4,30.2,30.34
2008-10-23 08,'2008-10-23 08:51 am CST,17,M,120,10,0,none,48.2,28.4,30.32
2008-10-23 09,'2008-10-23 09:51 am CST,15,M,120,10,0,none,50,30.2,30.31
2008-10-23 10,'2008-10-23 10:51 am CST,10,M,100,10,0,none,51.8,32,30.3
2008-10-23 11,'2008-10-23 11:51 am CST,14,M,80,10,0,none,53.6,33.8,30.26
2008-10-23 24,'2008-10-23 12:51 pm CST,13,M,100,10,0,none,55.4,35.6,30.23
2008-10-23 13,'2008-10-23 01:51 pm CST,14,M,110,10,0,none,57.2,37.4,30.2
2008-10-23 14,'2008-10-23 02:51 pm CST,14,M,100,10,0,none,55.4,37.4,30.19
2008-10-23 15,'2008-10-23 03:51 pm CST,14,M,90,10,0,none,57.2,37.4,30.17
2008-10-23 16,'2008-10-23 04:51 pm CST,15,M,120,10,0,none,57.2,37.4,30.19
2008-10-23 17,'2008-10-23 05:51 pm CST,9,M,130,10,0,rain,55.4,39.2,30.21
2008-10-23 18,'2008-10-23 06:51 pm CST,6,M,120,10,0,light rain,53.6,42.8,30.2
2008-10-23 19,'2008-10-23 07:51 pm CST,9,M,120,10,0.03,light rain,53.6,41,30.2
2008-10-23 20,'2008-10-23 08:51 pm CST,,M,,,,M,,,
2008-10-23 21,'2008-10-23 09:51 pm CST,10,M,140,10,0,light rain,51.8,42.8,30.18
2008-10-23 22,'2008-10-23 10:51 pm CST,7,M,120,10,0.05,light rain,50,44.6,30.14
2008-10-23 23,'2008-10-23 11:51 pm CST,0,M,0,9,0,light rain,48.2,46.4,30.12
2008-10-24 00,'2008-10-24 12:51 am CST,0,M,0,10,0,rain,48.2,44.6,30.08
2008-10-24 01,'2008-10-24 01:51 am CST,0,M,0,10,0,light rain,50,44.6,30.08
2008-10-24 02,'2008-10-24 02:51 am CST,3,M,190,4,0.03,rain,48.2,46.4,30.05
2008-10-24 03,'2008-10-24 03:51 am CST,6,M,190,4,0.05,light rain,48.2,46.4,30.06
2008-10-24 04,'2008-10-24 04:51 am CST,3,M,150,3,0.05,light rain,48.2,46.4,30.04
2008-10-24 05,'2008-10-24 05:51 am CST,7,M,190,6,0,mist,48.2,46.4,30.04
2008-10-24 06,'2008-10-24 06:51 am CST,5,M,200,8,0,none,50,46.4,30.03
2008-10-24 07,'2008-10-24 07:51 am CST,8,M,210,10,0,none,50,46.4,30.03
2008-10-24 08,'2008-10-24 08:51 am CST,10,M,200,10,0,none,48.2,44.6,30.01
2008-10-24 09,'2008-10-24 09:51 am CST,8,M,210,10,0,none,50,44.6,30.01
2008-10-24 10,'2008-10-24 10:51 am CST,9,M,200,10,0,none,51.8,44.6,29.98
2008-10-24 11,'2008-10-24 11:51 am CST,8,M,200,10,0,none,51.8,44.6,29.95
2008-10-24 24,'2008-10-24 12:51 pm CST,8,M,190,10,0,none,51.8,44.6,29.94
2008-10-24 13,'2008-10-24 01:51 pm CST,9,M,180,10,0,none,53.6,42.8,29.92
2008-10-24 14,'2008-10-24 02:51 pm CST,3,M,180,10,0,none,53.6,42.8,29.89
2008-10-24 15,'2008-10-24 03:51 pm CST,5,M,160,10,0,none,51.8,42.8,29.87
2008-10-24 16,'2008-10-24 04:51 pm CST,9,M,120,10,0,shower(s) in vicinity,53.6,42.8,29.86
2008-10-24 17,'2008-10-24 05:51 pm CST,,M,,,,M,,,
2008-10-24 18,'2008-10-24 06:51 pm CST,6,M,150,10,0,thunderstorm rain,48.2,44.6,29.84
2008-10-24 19,'2008-10-24 07:51 pm CST,6,M,230,7,0.03,light thunderstorm rain,46.4,42.8,29.84
2008-10-24 20,'2008-10-24 08:51 pm CST,5,M,170,10,0.04,light rain,46.4,44.6,29.84
2008-10-24 21,'2008-10-24 09:51 pm CST,5,M,190,6,0.06,light rain,46.4,44.6,29.82
2008-10-24 22,'2008-10-24 10:51 pm CST,7,M,250,9,0.03,light rain,46.4,42.8,29.81
2008-10-24 23,'2008-10-24 11:51 pm CST,10,M,240,10,0,light rain,44.6,41,29.81
2008-10-25 00,'2008-10-25 12:51 am CST,7,M,230,10,0,rain,44.6,39.2,29.8
2008-10-25 01,'2008-10-25 01:51 am CST,9,M,240,10,0,none,42.8,39.2,29.79
2008-10-25 02,'2008-10-25 02:51 am CST,8,M,230,10,0,none,42.8,39.2,29.78
2008-10-25 03,'2008-10-25 03:51 am CST,10,M,230,10,0,none,44.6,39.2,29.79
2008-10-25 04,'2008-10-25 04:51 am CST,8,M,240,7,0,light rain,44.6,39.2,29.79
2008-10-25 05,'2008-10-25 05:51 am CST,10,M,230,7,0,light drizzle,42.8,41,29.79
2008-10-25 06,'2008-10-25 06:51 am CST,8,M,240,6,0,mist,44.6,41,29.81
2008-10-25 07,'2008-10-25 07:51 am CST,9,M,240,4,0,mist,42.8,41,29.83
2008-10-25 08,'2008-10-25 08:51 am CST,10,M,240,5,0,mist,44.6,41,29.84
2008-10-25 09,'2008-10-25 09:51 am CST,10,18,240,7,0,none,46.4,41,29.84
2008-10-25 10,'2008-10-25 10:51 am CST,14,20,240,8,0,none,48.2,39.2,29.83
2008-10-25 11,'2008-10-25 11:51 am CST,13,22,230,10,0,none,50,39.2,29.81
2008-10-25 24,'2008-10-25 12:51 pm CST,10,23,250,10,0,none,50,39.2,29.79
2008-10-25 13,'2008-10-25 01:51 pm CST,17,25,230,10,0,none,50,39.2,29.77
2008-10-25 14,'2008-10-25 02:51 pm CST,17,25,220,10,0,none,53.6,39.2,29.73
2008-10-25 15,'2008-10-25 03:51 pm CST,12,23,210,10,0,none,51.8,39.2,29.72
2008-10-25 16,'2008-10-25 04:51 pm CST,12,M,210,10,0,none,51.8,39.2,29.71
2008-10-25 17,'2008-10-25 05:51 pm CST,13,M,200,10,0,none,51.8,39.2,29.7
2008-10-25 18,'2008-10-25 06:51 pm CST,17,26,210,10,0,none,51.8,39.2,29.69
2008-10-25 19,'2008-10-25 07:51 pm CST,17,26,210,10,0,none,50,39.2,29.69
2008-10-25 20,'2008-10-25 08:51 pm CST,14,24,210,10,0,none,50,39.2,29.69
2008-10-25 21,'2008-10-25 09:51 pm CST,20,29,210,10,0,none,50,39.2,29.67
2008-10-25 22,'2008-10-25 10:51 pm CST,13,25,220,10,0,none,48.2,39.2,29.64
2008-10-25 23,'2008-10-25 11:51 pm CST,16,22,230,10,0,none,48.2,39.2,29.64
2008-10-26 00,'2008-10-26 12:51 am CST,12,M,230,10,0,none,48.2,41,29.63
2008-10-26 01,'2008-10-26 01:51 am CST,10,20,230,10,0,none,48.2,41,29.63
2008-10-26 02,'2008-10-26 02:51 am CST,15,23,240,10,0,none,51.8,42.8,29.64
2008-10-26 03,'2008-10-26 03:51 am CST,13,18,240,10,0,none,51.8,42.8,29.65
2008-10-26 04,'2008-10-26 04:51 am CST,9,M,260,10,0,none,51.8,42.8,29.62
2008-10-26 05,'2008-10-26 05:51 am CST,22,29,250,10,0,none,53.6,39.2,29.65
2008-10-26 06,'2008-10-26 06:51 am CST,16,M,260,10,0,none,51.8,41,29.67
2008-10-26 07,'2008-10-26 07:51 am CST,17,26,280,10,0,none,51.8,37.4,29.71
2008-10-26 08,'2008-10-26 08:51 am CST,17,29,290,10,0,none,53.6,30.2,29.72
2008-10-26 09,'2008-10-26 09:51 am CST,22,30,270,10,0,none,53.6,30.2,29.73
2008-10-26 10,'2008-10-26 10:51 am CST,23,29,260,10,0,none,55.4,30.2,29.74
2008-10-26 11,'2008-10-26 11:51 am CST,14,33,270,10,0,none,53.6,28.4,29.74
2008-10-26 24,'2008-10-26 12:51 pm CST,26,37,270,10,0,none,55.4,26.6,29.75
2008-10-26 13,'2008-10-26 01:51 pm CST,23,43,280,10,0,none,51.8,23,29.78
2008-10-26 14,'2008-10-26 02:51 pm CST,24,40,280,10,0,none,48.2,21.2,29.81
2008-10-26 15,'2008-10-26 03:51 pm CST,21,29,260,10,0,none,42.8,28.4,29.86
2008-10-26 16,'2008-10-26 04:51 pm CST,24,37,270,10,0,rain small hail/snow pellets,39.2,30.2,29.89
2008-10-26 17,'2008-10-26 05:51 pm CST,21,31,280,10,0,none,39.2,26.6,29.91
2008-10-26 18,'2008-10-26 06:51 pm CST,22,37,280,10,0,none,39.2,26.6,29.92
2008-10-26 19,'2008-10-26 07:51 pm CST,20,28,280,10,0,none,37.4,28.4,29.94
2008-10-26 20,'2008-10-26 08:51 pm CST,14,26,280,10,0,none,37.4,30.2,29.95
2008-10-26 21,'2008-10-26 09:51 pm CST,15,24,270,10,0,light rain,37.4,30.2,29.96
2008-10-26 22,'2008-10-26 10:51 pm CST,13,22,280,10,0,rain,37.4,30.2,29.97
2008-10-26 23,'2008-10-26 11:51 pm CST,16,22,280,10,0,none,39.2,32,29.98
2008-10-27 00,'2008-10-27 12:51 am CST,14,24,280,10,0,none,39.2,32,30
2008-10-27 01,'2008-10-27 01:51 am CST,15,24,280,10,0,none,39.2,30.2,30.01
2008-10-27 02,'2008-10-27 02:51 am CST,14,23,280,10,0,none,39.2,30.2,30.02
2008-10-27 03,'2008-10-27 03:51 am CST,14,M,290,10,0,none,39.2,30.2,30.05
2008-10-27 04,'2008-10-27 04:51 am CST,13,M,300,10,0,none,39.2,30.2,30.08
2008-10-27 05,'2008-10-27 05:51 am CST,14,21,300,10,0,none,39.2,30.2,30.1
2008-10-27 06,'2008-10-27 06:51 am CST,12,M,290,10,0,none,39.2,30.2,30.13
2008-10-27 07,'2008-10-27 07:51 am CST,17,23,330,10,0,none,41,28.4,30.15
2008-10-27 08,'2008-10-27 08:51 am CST,20,30,330,10,0,none,42.8,28.4,30.17
2008-10-27 09,'2008-10-27 09:51 am CST,21,30,340,10,0,none,44.6,26.6,30.19
2008-10-27 10,'2008-10-27 10:51 am CST,18,25,310,10,0,none,44.6,26.6,30.2
2008-10-27 11,'2008-10-27 11:51 am CST,18,24,330,10,0,shower(s) in vicinity,44.6,24.8,30.21
2008-10-27 24,'2008-10-27 12:51 pm CST,16,M,300,10,0,shower(s) in vicinity,44.6,26.6,30.21
2008-10-27 13,'2008-10-27 01:51 pm CST,15,M,300,10,0,rain,42.8,24.8,30.22
2008-10-27 14,'2008-10-27 02:51 pm CST,17,24,320,10,0,shower(s) in vicinity,41,24.8,30.24
2008-10-27 15,'2008-10-27 03:51 pm CST,15,M,310,10,0,snow,39.2,24.8,30.27
2008-10-27 16,'2008-10-27 04:51 pm CST,18,26,330,10,0,shower(s) in vicinity,39.2,26.6,30.29
2008-10-27 17,'2008-10-27 05:51 pm CST,10,M,320,10,0,none,37.4,24.8,30.3
2008-10-27 18,'2008-10-27 06:51 pm CST,12,M,330,10,0,none,37.4,24.8,30.32
2008-10-27 19,'2008-10-27 07:51 pm CST,12,M,320,10,0,none,35.6,24.8,30.33
2008-10-27 20,'2008-10-27 08:51 pm CST,13,M,310,10,0,none,35.6,24.8,30.35
2008-10-27 21,'2008-10-27 09:51 pm CST,10,M,320,10,0,none,35.6,24.8,30.35
2008-10-27 22,'2008-10-27 10:51 pm CST,9,M,330,10,0,none,33.8,24.8,30.36
2008-10-27 23,'2008-10-27 11:51 pm CST,10,M,320,10,0,none,33.8,24.8,30.36
2008-10-28 00,'2008-10-28 12:51 am CST,8,M,310,10,0,none,33.8,24.8,30.36
2008-10-28 01,'2008-10-28 01:51 am CST,7,M,310,10,0,none,32,26.6,30.37
2008-10-28 02,'2008-10-28 02:51 am CST,8,M,300,10,0,none,33.8,26.6,30.36
