county,state,msa,pmsa,popdensity,pop,popchange,age6574,age75,crime,college,income,farm,democrat,republican,Perot,white,black,turnout
Jackson,TN,,,29,9297,-3.099999905,9.600000381,7.599999905,0,6.800000191,21834,10.39999962,75.30000305,16.60000038,7.800000191,99.46218872,0.075293109,45.79972076
Jefferson,TN,,,127,33016,11.10000038,7.900000095,5.400000095,2010,11.69999981,26133,5.5,38.29999924,50,11.19999981,96.73188782,2.816816092,37.44245148
Johnson,TN,,,51,13766,10.69999981,9.100000381,7.400000095,0,5,18024,12.69999981,32,57,10.30000019,99.2881012,0.443120718,40.41115952
Knox,TN,3840,,684,335749,8.699999809,7.400000095,5.300000191,6576,23.89999962,32614,0.400000006,41.90000153,46.70000076,11,89.7756958,8.81700325,42.43527222
Lake,TN,,,45,7129,-2,7.800000191,7,0,5,20730,2.799999952,62.79999924,29.5,6.5,75.99943542,23.87431526,32.34675217
Lauderdale,TN,,,50,23491,-3.700000048,8,7,1199,6,22516,3.599999905,55.90000153,36.79999924,7,68.14099121,31.08850288,33.87680435
Lawrence,TN,,,59,35303,6.800000191,8.399999619,6.300000191,2387,6.699999809,25197,5.5,49.20000076,40.5,10.10000038,98.19561768,1.365323067,39.27145004
Lewis,TN,,,35,9247,1.200000048,8.399999619,6.699999809,1624,5,20901,2.099999905,60,29.29999924,10.5,98.21563721,1.286903858,44.90105057
Lincoln,TN,,,50,28157,7.400000095,8.899999619,6.599999905,2438,9.100000381,27140,8.699999809,49.09999847,37,13.30000019,90.85839844,8.601768494,36.5877037
Loudon,TN,3840,,145,31255,16.39999962,8.699999809,5.900000095,0,9.600000381,28712,2.799999952,40.09999847,47.70000076,11.89999962,98.32666779,1.279795289,43.2250824
McMinn,TN,,,101,42383,4,8.300000191,6.099999905,3419,10.5,26207,2.299999952,41.79999924,46.59999847,11.30000019,94.57801819,4.839204311,37.72739029
McNairy,TN,,,40,22422,0.200000003,8.800000191,7.300000191,1922,5.199999809,22920,3.799999952,48.90000153,42.70000076,8.100000381,93.29230499,6.386584759,42.79279327
Macon,TN,,,53,15906,4.099999905,8.600000381,5.900000095,1473,5.5,22739,13.89999962,51.70000076,40.20000076,7.699999809,99.39645386,0.276625186,35.99899292
Madison,TN,,,144,77982,7.599999905,7.5,6.300000191,8704,16.60000038,29273,1.100000024,43.70000076,47.70000076,8.399999619,68.50683594,30.99433136,40.00410461
Marion,TN,,,51,24860,3.599999905,7,5.199999809,733,6.400000095,24178,1.100000024,55.5,32.40000153,11.80000019,95.53097534,4.163314342,40.49879456
Marshall,TN,,,61,21539,16.60000038,8.800000191,6.400000095,112,7.699999809,29089,6,55.5,31.10000038,13,90.70059204,8.862992287,37.5969162
Maury,TN,,,97,54812,16.89999962,7.5,5.699999809,4550,12.10000038,31095,4,48.90000153,36.40000153,13.80000019,83.68240356,15.70276546,37.32576752
Meigs,TN,,,43,8033,13.19999981,7.599999905,4.599999905,3188,6.599999905,22605,5.300000191,48,38.90000153,13,98.14514923,1.468940616,43.37109375
Monroe,TN,,,49,30541,9.300000191,8.100000381,5.599999905,1345,7.599999905,22999,3.299999952,43.40000153,48.5,7.5,96.79119873,2.727481127,40.63717651
Montgomery,TN,1660,,204,100498,32,4.699999809,3.200000048,6405,16.5,27848,1.399999976,46.29999924,41.5,12,78.72594452,17.78343773,31.18569565
Moore,TN,,,38,4721,8.800000191,8.199999809,5.400000095,0,11.69999981,30524,11.80000019,53.70000076,30.79999924,15.19999981,96.08133698,3.685659885,45.43528748
Morgan,TN,,,34,17300,6.699999809,6.800000191,5,4545,3.700000048,22163,1.799999952,51.59999847,37.29999924,10.60000038,98.01734161,1.531791925,35.7456665
Obion,TN,,,58,31717,-3.700000048,8.5,7,6617,8.5,27448,4.400000095,50.5,37.40000153,11.60000038,89.30226898,10.26578808,40.55868912
Overton,TN,,,41,17636,1.299999952,8.800000191,6.599999905,798,6.900000095,21586,6.199999809,67.5,24.89999962,7,99.69380951,0.170106605,37.71263504
Perry,TN,,,16,6612,11.69999981,9.300000191,7.300000191,432,6.900000095,21782,3.299999952,64.69999695,24.29999924,10.89999962,97.85238647,1.799757957,44.14700699
Pickett,TN,,,28,4548,4.5,9.100000381,7.900000095,0,9.100000381,18379,11,48.29999924,46.20000076,5.099999905,99.86807251,0,52.06684113
Polk,TN,,,32,13643,2.200000048,8.399999619,6,1390,5.800000191,23934,3.900000095,56,34.40000153,9.100000381,99.47225952,0,33.79022217
Putnam,TN,,,133,51373,11.5,7.400000095,5.599999905,2245,16.79999924,27015,2.5,50.5,37.20000076,11.5,97.08991241,1.699336171,41.81573868
Rhea,TN,,,80,24344,4.300000191,8.100000381,6.199999809,3741,8.5,23789,1.200000048,41.40000153,47,11.19999981,96.82467651,2.386625051,42.50739288
Roane,TN,,,133,47227,-0.699999988,9.300000191,5.699999809,2121,13.19999981,28262,1.5,46.70000076,41.5,11.39999962,96.224617,3.082982302,44.46397018
Robertson,TN,5360,,92,41494,18.20000076,6.800000191,5.300000191,4013,9.600000381,32341,7,53.90000153,33.40000153,12.5,88.69234467,10.97749043,38.02718353
Rutherford,TN,5360,,208,118570,53.09999847,5,3.400000095,5043,18.70000076,36035,1.899999976,44.70000076,40,14.89999962,89.17938995,9.00565052,39.75710678
Scott,TN,,,35,18358,-2.200000048,6.900000095,5.099999905,0,6.599999905,18637,0.699999988,42.5,46.90000153,10,99.48251343,0.027236082,34.9602356
Sequatchie,TN,,,35,8863,6.800000191,6.5,5.699999809,0,7.599999905,23228,2.299999952,49.29999924,38.79999924,11.39999962,99.86460876,0.022565722,40.1557045
Sevier,TN,3840,,92,51043,32,7.699999809,4.800000191,2936,10.80000019,26340,1.600000024,31.60000038,55.09999847,13,98.86174774,0.423172623,41.66291046
Shelby,TN,4920,,1119,826330,8.699999809,6.099999905,4.300000191,7986,20.79999924,32671,0.100000001,52.29999924,41.90000153,5.5,55.07036972,43.57617569,44.30554199
Smith,TN,,,46,14143,-3.5,8.699999809,7.199999809,2130,6.099999905,27393,11.69999981,71.80000305,21,6.900000095,96.34448242,3.245421648,49.80555725
Stewart,TN,,,22,9479,17.10000038,9.899999619,7.5,800,7.699999809,24497,7.599999905,64.30000305,24.20000076,11.30000019,98.04831696,1.01276505,45.60607529
Sullivan,TN,3660,,355,143596,1.899999976,8.800000191,5.5,4276,15.60000038,30167,1,36.70000076,50.5,11.80000019,97.54867554,1.784172297,39.68077087
Sumner,TN,5360,,204,103281,25.79999924,6,4.199999809,3173,14.39999962,36212,2.5,46,41.29999924,12.30000019,93.98921204,5.385308266,40.79356384
Tipton,TN,4920,,85,37568,19.10000038,6.099999905,4.699999809,0,6.699999809,27389,3,41.20000076,49.29999924,9.300000191,75.69207764,23.56260681,36.5124588
Trousdale,TN,,,52,5920,-3.099999905,9.399999619,7.400000095,2412,7,23514,12.69999981,69.30000305,21.20000076,9.100000381,85.13513184,14.40878391,45
Unicoi,TN,3660,,90,16549,2.599999905,9.899999619,7.300000191,2142,9.5,26283,3.099999905,36.79999924,51.90000153,11,99.63140106,0.018127983,38.95703506
Union,TN,3840,,63,13694,20.10000038,6.199999809,4.800000191,654,4.5,22544,5.599999905,46.29999924,42.5,10.80000019,99.73711395,0.021907404,39.09741592
Van Buren,TN,,,18,4846,3.400000095,7.199999809,5,1057,4.099999905,23242,4.599999905,63.90000153,26.70000076,9.199999809,99.525383,0.103177875,42.92199707
Warren,TN,,,77,32992,2.5,8.199999809,6.300000191,3191,8.100000381,25900,5.400000095,58.20000076,30,11.5,95.5110321,3.428103685,37.44847107
Washington,TN,3660,,291,92315,7,8,5.900000095,4726,18.89999962,29701,2.900000095,36.79999924,51.29999924,11.30000019,95.76883698,3.547635794,38.43687439
Wayne,TN,,,21,13935,9,8.5,6.300000191,680,5,21565,3.900000095,35.5,56.09999847,8.100000381,98.75852203,0.983135998,37.7897377
Weakley,TN,,,55,31972,-2.900000095,8.5,7.599999905,2178,10.30000019,26206,6.300000191,47.90000153,40.40000153,11.39999962,91.8553772,6.949831009,37.12310791
White,TN,,,54,20090,4.699999809,9.199999809,6.900000095,1245,7.599999905,24147,5.900000095,58,29.89999962,11.60000038,97.82976532,1.881533146,35.21154785
Williamson,TN,5360,,152,81021,52.5,4.800000191,3.400000095,4162,34.20000076,48332,1.799999952,32.5,54.79999924,12.5,92.4488678,6.660001755,49.6105957
Wilson,TN,5360,,125,67675,26.89999962,5.800000191,4,3655,15.60000038,36861,3.599999905,46.40000153,40.29999924,12.89999962,92.44329834,6.807536125,44.18618393
Anderson,TX,,,45,48024,24.89999962,6.699999809,6,4702,9.5,26730,2.5,36.79999924,38.70000076,24.29999924,69.45277405,23.20298195,30.12243843
Andrews,TX,,,10,14338,9.600000381,5.900000095,3.599999905,3613,9.800000191,29668,0.400000006,25.60000038,53.59999847,20.70000076,75.56144714,1.911005735,29.48807335
Angelina,TX,,,90,69884,12.19999981,7.199999809,5.800000191,5250,13.19999981,27218,0.800000012,39.29999924,37,23.60000038,78.34697723,15.35544586,37.60660553
Aransas,TX,,,76,17892,34.09999847,11.89999962,6.599999905,7984,14.5,24357,0.899999976,33.20000076,41.70000076,24.79999924,85.41247559,1.782919765,37.83813858
Archer,TX,9080,,8,7973,6,8.100000381,5.900000095,725,12.30000019,29617,6.099999905,32.40000153,39.29999924,27.89999962,97.69221497,0.137965634,49.7554245
Armstrong,TX,,,2,2021,-3.200000048,11,10.69999981,678,14.10000038,28011,10,27,54.59999847,18.20000076,97.77337646,0,50.86590958
Atascosa,TX,,,26,30533,25.60000038,6.699999809,5.099999905,2113,8.399999619,22549,4.300000191,39,39.40000153,21.10000038,81.9408493,0.468345731,31.63134956
Austin,TX,,,32,19832,17,8.899999619,8.800000191,2701,13.80000019,30879,9.899999619,28.89999962,50.90000153,20.10000038,81.90802765,13.15046406,39.78418732
Bailey,TX,,,8,7064,-17,7.5,6.199999809,3965,7.400000095,22229,8.600000381,28.60000038,55.29999924,15.89999962,92.5396347,1.755379438,33.47961426
Bandera,TX,,,14,10562,56.70000076,10.89999962,6.699999809,3013,16.89999962,29494,6.199999809,19.89999962,50.20000076,28.89999962,94.93466949,0.217761785,50.38818359
Bastrop,TX,640,,44,38263,59.90000153,6.800000191,5.5,3769,13.30000019,28852,5.5,43.20000076,34.40000153,22.39999962,77.37762451,11.79207039,37.82766724
Baylor,TX,,,5,4385,-14.89999962,12.69999981,13.30000019,1184,10.30000019,25747,6.400000095,46.40000153,28.70000076,24.79999924,90.35347748,4.104903221,48.62029648
Bee,TX,,,28,25135,-5.099999905,6.400000095,5,4359,12.69999981,22962,2.700000048,44.79999924,39.90000153,15,77.35428619,2.892381191,36.23632431
Bell,TX,3810,,180,191088,20.79999924,5.099999905,3.700000048,5567,17.20000076,26831,1.200000048,33.90000153,45.29999924,20,71.20594025,18.88920212,28.82284546
Bexar,TX,7240,,989,1185394,24.70000076,6,3.900000095,10994,19.70000076,29717,0.200000003,41.5,40.70000076,17.39999962,74.13028717,7.142772675,35.03274155
Blanco,TX,,,9,5972,42.59999847,11.80000019,8.399999619,2296,13,27177,9.300000191,28.70000076,44.09999847,26.70000076,93.73744202,0.937709332,52.05961227
Borden,TX,,,1,799,-15.69999981,9,5.099999905,858,17.29999924,31406,30.39999962,28,48.70000076,23,96.24530792,0.250312895,47.30913544
Bosque,TX,,,15,15125,13.30000019,12.5,12.10000038,2285,10.80000019,25774,6,33.5,35.40000153,30.79999924,93.70578766,2.109090805,42.90248108
Bowie,TX,8360,,93,81665,9.300000191,8.199999809,6.199999809,5932,14.30000019,29801,1.299999952,38.90000153,38.79999924,21.89999962,76.99504089,21.79391479,37.18239212
Brazoria,TX,3362,1145,147,191707,20.20000076,4.800000191,3,4439,15.10000038,39344,0.699999988,30.60000038,42.5,26.5,80.78734589,8.336158752,37.27928543
Brazos,TX,1260,,214,121862,33.70000076,3.700000048,3,6591,35.79999924,31056,0.699999988,30,48.5,21,77.84707642,11.21924782,40.48842239
Brewster,TX,,,1,8681,14.19999981,8.399999619,5.599999905,4196,28,22247,1.299999952,42.59999847,34.70000076,21.89999962,95.61110687,0.979149878,37.40352631
Briscoe,TX,,,2,1971,-27.39999962,11.60000038,9.100000381,1242,11.60000038,22937,8.699999809,44.90000153,37.59999847,17.10000038,79.09690857,3.45002532,48.55403519
Brooks,TX,,,9,8204,-2.900000095,7.5,5.699999809,1898,6.599999905,16842,1.200000048,75.90000153,15.5,8.399999619,82.25256348,0.036567528,45.89224625
Brown,TX,,,36,34371,3.400000095,9.300000191,8.399999619,4869,13.69999981,24519,2.700000048,33.79999924,42.09999847,24,88.05970001,4.515434742,36.74609375
Burleson,TX,,,21,13625,13.10000038,9.699999809,7.699999809,3795,9.5,24147,10.80000019,44,35.20000076,20.60000038,74.66422272,17.83486176,41.91559601
Burnet,TX,,,23,22677,29.60000038,12.60000038,9.899999619,3571,14,25276,4.900000095,33.70000076,39.5,26.5,91.69202423,1.186223984,47.65621567
Caldwell,TX,640,,49,26392,13.5,7.099999905,6.5,4534,10.89999962,22645,3.700000048,45.5,32.90000153,21.29999924,71.68460083,10.70400143,31.61564064
Calhoun,TX,,,39,19053,2.700000048,7,4,3536,10.10000038,28418,2.200000048,37.59999847,38.90000153,23.29999924,77.77777863,2.918175697,35.57970047
Callahan,TX,,,13,11859,7.800000191,9,8.199999809,776,9.800000191,25479,4.300000191,32.09999847,40.40000153,27.5,96.82097626,0.016864829,44.56530762
Cameron,TX,1240,,308,260120,32.90000153,6.400000095,4.199999809,7092,12,18731,0.699999988,49.79999924,34.09999847,15.69999981,82.432724,0.317161322,22.70375252
Camp,TX,,,51,9904,9.300000191,10,7.800000191,4222,10,25281,3.799999952,48.70000076,30.60000038,20.60000038,71.99111176,23.82875633,40.18578339
Carson,TX,,,7,6576,-2.799999952,9,6.400000095,1712,13.89999962,30485,4.400000095,27,53.90000153,18.89999962,96.03102112,0.167274937,46.48722458
Cass,TX,,,32,29982,1.899999976,9.199999809,7.900000095,2201,9,24421,2.599999905,47,34.29999924,18.60000038,78.88399506,20.20212173,38.88999939
Castro,TX,,,10,9070,-17.10000038,5.800000191,4.199999809,2839,10.5,19636,6.300000191,38.20000076,44.90000153,16.70000076,60.92612839,2.877618551,32.08379364
Chambers,TX,3362,3360,34,20088,10.80000019,6.099999905,3.400000095,3427,11.5,36789,0.899999976,33.90000153,40.59999847,25.39999962,83.25865936,12.69414616,41.64675522
Cherokee,TX,,,38,41049,5.800000191,9.199999809,8.300000191,4170,10.19999981,24744,3.099999905,35.40000153,41.40000153,23.20000076,78.05062103,16.88469887,34.44176483
Childress,TX,,,9,5953,-11.39999962,10.10000038,12.5,3274,10.5,21972,3.900000095,37.70000076,44.20000076,18,83.47052002,5.392239094,39.27431488
Clay,TX,,,9,10024,0.5,9.100000381,7.900000095,1983,11.10000038,27901,7.5,39.09999847,32.29999924,28.5,97.27653503,0.329209894,48.98244095
Cochran,TX,,,5,4377,-13,6.900000095,5.599999905,3043,10.60000038,21860,9.5,31.10000038,51.29999924,17.5,68.47155762,5.34612751,33.37902832
Coke,TX,,,4,3424,4.300000191,12.60000038,12.89999962,1001,11.69999981,23433,4.099999905,35.90000153,39.70000076,24.29999924,94.10046387,0.175233647,47.13785172
Coleman,TX,,,7,9710,-9.899999619,12.39999962,13.30000019,1876,9.600000381,19728,4.900000095,38.20000076,35.29999924,26.5,92.63645935,2.533470631,42.61585999
Collin,TX,1922,1920,343,264036,101.1999969,3.099999905,2.200000048,6536,39.09999847,52987,0.5,19,47,33.59999847,89.11284637,4.137693405,48.79372406
Collingsworth,TX,,,4,3573,-25.20000076,11.5,12.19999981,1946,12,20670,7,39.70000076,43.59999847,16.60000038,83.31933594,6.437167645,44.78029633
Colorado,TX,,,19,18383,-3.099999905,10.30000019,9.600000381,4288,10.60000038,25588,5.400000095,34.09999847,45.90000153,19.79999924,72.63232422,16.96132278,38.95990753
Comal,TX,7240,,98,51832,51.40000153,9.5,6.599999905,5911,20.29999924,33448,0.899999976,25.29999924,50.70000076,23.39999962,90.33222961,0.854684353,48.11892319
Comanche,TX,,,14,13381,4.599999905,11.5,12.10000038,1793,9.199999809,21329,11.5,43.79999924,31.70000076,24.39999962,91.89896393,0.119572528,39.2197876
Concho,TX,,,3,3044,3.099999905,9.800000191,9.600000381,1995,10.30000019,20472,16.20000076,39.59999847,33.5,26.60000038,89.29040527,0.525624156,40.6044693
Cooke,TX,,,35,30777,11.89999962,9,6.900000095,4632,11.89999962,29324,6.400000095,23.70000076,40.5,35.59999847,92.19547272,3.798290968,42.51226425
Coryell,TX,3810,,61,64213,13.19999981,3.099999905,2.5,2676,11,25120,1.700000048,29,42.90000153,27.79999924,70.200737,21.16705322,22.28832245
Cottle,TX,,,2,2247,-29.5,12.69999981,11.5,2833,10.69999981,21799,11.39999962,52.90000153,23.89999962,22.89999962,82.46550751,8.85625267,45.61637878
Crane,TX,,,6,4652,0.699999988,6.099999905,3.799999952,2779,9.399999619,33393,0,27.89999962,49.79999924,22.29999924,66.57351685,2.794497013,39.66036224
Crockett,TX,,,1,4078,-11.60000038,6.800000191,4.900000095,2593,15.19999981,23000,5.199999809,39.70000076,37.90000153,22.39999962,98.52869415,0.956351161,40.33840179
Crosby,TX,,,8,7304,-19,8,7.900000095,536,10,20010,5,43.29999924,43.09999847,13.39999962,79.18948364,4.394852161,31.96878433
Culberson,TX,,,1,3407,-2.400000095,5.800000191,2.900000095,862,12.10000038,18892,1.600000024,50.09999847,29.60000038,20.20000076,70.44320679,0.05870267,24.86058044
Dallam,TX,,,4,5461,-14.89999962,7.699999809,6.800000191,2636,7.199999809,23442,8.399999619,25.79999924,54.79999924,19.29999924,84.23365784,2.05090642,30.81853104
Dallas,TX,1922,1920,2175,1852810,22.89999962,4.900000095,3.299999952,11322,26.29999924,36982,0,35,38.70000076,25.79999924,67.00389862,19.94791603,35.68914413
Dawson,TX,,,16,14349,-13.10000038,8.399999619,7.099999905,3944,9,21988,3.799999952,33.79999924,55.40000153,10.69999981,68.22077942,4.334796906,33.83510971
Deaf Smith,TX,,,13,19153,-11.30000019,5.900000095,4.900000095,4545,11,23837,4.900000095,29.5,56.40000153,13.89999962,75.82102203,1.602882028,29.02417374
Delta,TX,,,17,4857,-3.400000095,11.5,12.10000038,1210,12.5,26614,9.600000381,42.90000153,29.70000076,27.29999924,90.34383392,8.317892075,41.48651505
Denton,TX,1922,1920,332,273525,105.9000015,2.900000095,2.099999905,7293,32.29999924,44945,0.800000012,23.89999962,41.59999847,34,88.46796417,4.96078968,42.61986923
De Witt,TX,,,20,18840,-3.599999905,10.5,10.60000038,1325,9.199999809,23149,7.099999905,31.60000038,48.09999847,20,76.19957733,11.22080708,35.72186661
Dickens,TX,,,3,2571,-31.29999924,12.19999981,13.10000038,4457,11.19999981,19155,7.900000095,46.20000076,32.20000076,21.60000038,85.29754639,4.395176888,45.11862946
Dimmit,TX,,,8,10433,-7.199999809,6.599999905,5,1924,7.800000191,13552,0.899999976,72.40000153,19.29999924,8.199999809,72.83618927,0.575098217,41.9821701
Donley,TX,,,4,3696,-14.19999981,13.10000038,12.5,1828,11.10000038,22137,5.800000191,33.29999924,51.5,15,95.29220581,3.436147213,46.94264221
Duval,TX,,,7,12918,1.600000024,7.400000095,5.699999809,2888,6.400000095,15773,4,79.59999847,13.89999962,6.5,78.8279953,0.092893638,38.97662354
Eastland,TX,,,19,18488,-8.300000191,11.89999962,11,3263,11,20225,4,37.59999847,38.90000153,23.29999924,94.51535797,2.147338867,39.38230133
Ector,TX,5800,,136,118934,6,5.800000191,3.5,12055,11.39999962,27282,0.200000003,30.89999962,50.29999924,18.5,76.77283478,4.672339439,30.33026695
Edwards,TX,,,1,2266,21.29999924,7.099999905,5.400000095,1815,13.80000019,16731,5.599999905,28.60000038,51.90000153,19.29999924,93.29214478,0,39.14386749
Ellis,TX,1922,1920,94,85167,47.40000153,5.400000095,4.699999809,5399,13.39999962,34710,2.400000095,28.5,40.5,30.79999924,81.0748291,10.0097456,39.32861328
El Paso,TX,2320,,620,591610,31,5.099999905,3,8937,15.19999981,24057,0.100000001,50.09999847,34.90000153,14.60000038,76.48822784,3.737259388,22.84663963
Erath,TX,,,26,27991,26,7.599999905,8,3704,20.29999924,28135,8.399999619,33.90000153,36.79999924,29.20000076,94.36247253,0.696652472,37.26554871
Falls,TX,,,23,17712,-2.5,9.600000381,10.19999981,6969,8.5,22071,8.100000381,47.79999924,31.60000038,20.5,64.3066864,27.15673065,32.5937233
Fannin,TX,,,27,24804,-0.200000003,10.60000038,10.39999962,2566,11.19999981,26066,5.5,43.29999924,26.10000038,30.39999962,91.60619354,6.58361578,38.76390839
Fayette,TX,,,21,20095,6.400000095,12,11.39999962,950,9.100000381,25033,13.69999981,33.09999847,42.90000153,23.70000076,86.20552063,8.390147209,43.90644455
Fisher,TX,,,5,4842,-23.20000076,10.30000019,11.19999981,1355,11.5,23938,12.19999981,55.79999924,24.20000076,19.89999962,91.80091095,3.923998356,45.9520874
Floyd,TX,,,9,8497,-14.10000038,8.5,7.900000095,2501,11.19999981,23319,7,31.5,55.70000076,12.80000019,64.99941254,3.76603508,35.41249847
Foard,TX,,,2,1794,-22.79999924,11.5,13.80000019,928,11.19999981,22105,10.5,54.59999847,26,19.10000038,86.5105896,4.905239582,44.370121
Fort Bend,TX,3362,3360,292,225421,95.30000305,3.099999905,1.799999952,4097,30.20000076,46163,0.600000024,34.09999847,46.59999847,19.10000038,62.60507965,20.66932487,39.05181885
Franklin,TX,,,28,7802,15.80000019,10.19999981,8.5,1946,11.30000019,28340,7,40,31.70000076,28.20000076,91.50218201,4.473211765,42.83517075
Freestone,TX,,,18,15818,5.300000191,9.5,9.800000191,2625,9.199999809,28271,6.400000095,38.40000153,36.40000153,25.10000038,78.27790833,19.04792023,40.2389679
Frio,TX,,,13,13472,10.19999981,6.400000095,4.699999809,4173,7.5,15764,5.900000095,55,29.5,15.10000038,67.6885376,1.358372927,32.05908585
Gaines,TX,,,9,14123,8.5,5.300000191,3.900000095,2558,9.899999619,25303,3,27.79999924,54.40000153,17.70000076,73.48297119,2.36493659,27.84819031
Galveston,TX,3362,2920,572,217399,16.5,6.5,4,8371,19.29999924,35403,0.100000001,42.79999924,34.70000076,22.29999924,75.53392792,17.55021858,41.50984955
Garza,TX,,,6,5143,-7,8.5,7.699999809,2856,9.800000191,23225,6.5,29.60000038,52,18.29999924,89.20863342,6.37760067,36.71009064
Gillespie,TX,,,17,17204,30.79999924,13.30000019,11.10000038,1958,17.10000038,27773,9.600000381,19.10000038,56.29999924,24.10000038,94.89072418,0.197628453,48.6631012
Glasscock,TX,,,2,1447,10.69999981,3.5,2.5,542,9.800000191,33068,25.10000038,17.39999962,66,16.20000076,79.88942719,0,39.66827774
Goliad,TX,,,7,5980,16.29999924,9.800000191,7.199999809,540,9.899999619,24363,7.800000191,37.79999924,43.70000076,18.39999962,82.82608795,6.80602026,47.34113693
Gonzales,TX,,,16,17205,0.899999976,9.300000191,8.399999619,3164,8.5,21175,9.699999809,36.09999847,45,18.29999924,75.7047348,9.973844528,32.29875183
Gray,TX,,,25,23967,-11.19999981,9.199999809,8.199999809,6300,11.89999962,29499,0.800000012,23.39999962,58.90000153,17.5,89.98205566,3.750990868,43.27617264
Grayson,TX,7640,,102,95021,5.900000095,8.800000191,7.5,6662,14,30114,2,32.70000076,32.09999847,34.79999924,90.03588867,6.908998966,40.3405571
Gregg,TX,4420,,394,104948,8.5,7.300000191,6,8566,17.70000076,30969,0.300000012,30.60000038,49.09999847,20.20000076,78.02244568,18.99702644,39.85688019
Grimes,TX,,,24,18828,42.70000076,7.599999905,6.099999905,4134,8.600000381,24417,6.199999809,41.70000076,38.59999847,19.5,68.40344238,24.50605392,33.01996994
Guadalupe,TX,7240,,94,64873,42.59999847,7.199999809,4.800000191,4203,13.89999962,30340,2.900000095,28.39999962,46.79999924,24.29999924,81.61792755,5.649499893,35.63886261
Hale,TX,,,35,34671,-6.300000191,6.800000191,5.599999905,5623,12.69999981,24067,2.700000048,27,59.59999847,13.30000019,68.71160126,5.341639996,29.51746368
Hall,TX,,,4,3905,-32.20000076,12.60000038,13.80000019,1204,8.699999809,19703,4.900000095,47.79999924,36.79999924,15.30000019,74.46862793,7.759283066,43.89244461
Hamilton,TX,,,9,7733,-10.30000019,12.30000019,14.89999962,2659,12.39999962,23137,15.69999981,33.79999924,37.79999924,28.29999924,95.55152893,0.025863184,42.14405823
Hansford,TX,,,6,5848,-9.5,7.099999905,5.699999809,2261,15.30000019,30351,0.600000024,14.39999962,69.09999847,16.60000038,82.43843842,0,41.0909729
Hardeman,TX,,,7,5283,-22,11.30000019,11.80000019,2633,11,24705,3.700000048,49.29999924,31.70000076,18.70000076,83.79708862,6.076093197,36.64584351
Hardin,TX,840,,49,41320,6.800000191,6.900000095,4.800000191,2261,9.699999809,29427,0.300000012,40.20000076,35,24.60000038,90.71878052,8.43417263,40.64133453
Harris,TX,3362,3360,1719,2818199,23.29999924,4.400000095,2.700000048,8807,25.39999962,36404,0,38.20000076,43.09999847,18.29999924,64.72705078,19.20304489,33.45920563
Harrison,TX,4420,,64,57483,9.300000191,7.5,6,4594,12.69999981,26610,1.899999976,42,38.5,19.29999924,70.2590332,27.90042305,39.46036148
Hartley,TX,,,3,3634,-8.199999809,8,7.599999905,2264,19.70000076,33378,8.399999619,22.60000038,60.20000076,17.10000038,96.58778381,0.24766098,49.44964218
Haskell,TX,,,7,6820,-14.19999981,12.5,12.10000038,1551,9,24607,7.699999809,50.40000153,29.89999962,19.70000076,80.36656952,3.577712536,41.83284378
Hays,TX,640,,101,65614,68.59999847,4.699999809,3.299999952,4532,26.39999962,34604,1.399999976,39.79999924,36.70000076,22.89999962,84.37223816,3.383424282,41.55667877
Hemphill,TX,,,4,3720,-34.40000153,6.400000095,6.800000191,1342,12.30000019,32094,5.5,28.20000076,58.20000076,13.60000038,94.16666412,0.188172042,45.69892502
Henderson,TX,1922,1920,68,58543,40.40000153,12.10000038,7.099999905,4449,10.30000019,24550,2.700000048,37.5,34.5,27.79999924,89.19255829,8.122235298,41.44133377
Hidalgo,TX,4880,,268,383545,48.59999847,6.099999905,4,6844,11.5,17619,0.899999976,58.09999847,30.60000038,11.10000038,74.79122162,0.210144833,22.985569
Hill,TX,,,28,27146,9.199999809,11,9.899999619,4477,10.69999981,25166,6.800000191,37.90000153,35.40000153,26.5,87.19148254,9.283135414,38.22294235
Hockley,TX,,,27,24199,5.800000191,5.900000095,4.699999809,3322,12.39999962,27280,3.799999952,29.20000076,54.20000076,16.39999962,78.25530243,4.22744751,32.51374054
Hood,TX,1922,2800,74,28981,75.5,10.60000038,5.5,3453,15.19999981,36780,2,30.79999924,37.5,31.5,96.80135345,0.179427907,48.86649704
Hopkins,TX,,,37,28833,14.5,8.5,7.800000191,4486,11.19999981,25203,8.5,38.40000153,31.89999962,29.60000038,88.02761078,8.587382317,36.91256714
Houston,TX,,,17,21375,-4.400000095,9.800000191,9.399999619,3033,10.10000038,23546,5.800000191,40.5,38.20000076,21.10000038,67.24210358,29.59532166,37.52046967
Howard,TX,,,36,32343,-3,8.5,6,3939,11.80000019,27312,1.200000048,34.40000153,47.20000076,18.20000076,78.16838074,3.787527323,33.61778259
Hudspeth,TX,,,1,2915,8.699999809,5.599999905,4.5,571,8,16318,1,41.90000153,37.40000153,20.5,80.44596863,0.514579773,29.81132126
Hunt,TX,1922,1920,77,64343,17.60000038,7.800000191,6.300000191,9356,15.89999962,30550,2.5,30.20000076,39.5,30,86.57507324,10.57146835,38.31030655
Hutchinson,TX,,,29,25689,-3.599999905,9,6,3347,13,31965,1,26,55.40000153,18.29999924,88.21285248,2.635369301,42.38389969
